[2020-09-05 18:42:23 RayTracerMainProgram.py:859 -             <module>() ] 3.6.9 |Intel Corporation| (default, Sep 11 2019, 16:40:08) 
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002426
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.005753
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001763
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001787
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001978
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002283
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002197
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.005765
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001752
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001770
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002272
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001687
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000101
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000940
[2020-09-05 18:42:26 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.122396
[2020-09-05 18:42:26 Rays.py:587 -       mesh_singleray() ] time doing double check 0.000888
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005871
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.028165
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005742
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.016967
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004290
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002274
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004165
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.004023
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.003889
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002734
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000106
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002517
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002263
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002439
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.005760
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001764
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001797
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001971
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002273
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002191
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.005732
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001739
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000101
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001762
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002278
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001674
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000106
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000938
[2020-09-05 18:42:26 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.122310
[2020-09-05 18:42:26 Rays.py:587 -       mesh_singleray() ] time doing double check 0.000482
[2020-09-05 18:42:26 Rays.py:609 -       mesh_singleray() ] Time doing sanity checks on column numbers 0.000445
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005817
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.028131
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005719
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.019364
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004281
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.003846
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004198
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.005623
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.003917
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002748
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000106
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002532
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.003852
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002459
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.008932
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001783
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000101
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001818
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001985
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.003861
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002201
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.008932
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001746
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001757
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.003864
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001687
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000937
[2020-09-05 18:42:26 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.141122
[2020-09-05 18:42:26 Rays.py:587 -       mesh_singleray() ] time doing double check 0.000894
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005819
[2020-09-05 18:42:26 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.028206
[2020-09-05 18:42:26 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005724
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.017014
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004314
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002275
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.004193
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.004026
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.003923
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002720
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000106
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002498
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002274
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002439
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.005782
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001767
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000102
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001803
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001981
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002277
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.002199
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.005738
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001739
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000101
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001759
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.002280
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.001669
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000107
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000939
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000626
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000105
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000622
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000322
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000091
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000326
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000321
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000248
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000243
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000244
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:27 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.127559
[2020-09-05 18:42:27 Rays.py:587 -       mesh_singleray() ] time doing double check 0.000926
[2020-09-05 18:42:27 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.005861
[2020-09-05 18:42:27 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.028238
